Korean,English
자막,Subtitle
쉽지,Easy
하러,to do
전까지,Before
냄새,smell
갈래,Shall we go
여기선,Here
생명을,Life
바꿀,Change
아내,wife
어떻게든,Somehow
필요로,Needed
문이,Door
술을,alcohol
끝나면,At the end
왔지,Here
무기,weapon
버리고,Abandon
지역,region
해줘요,Do it
어젯밤,yesternight
된다면,If
올려,Upload
싶다면,If you want to
좋게,good
될지,Or
끌고,Drag
거래를,Transaction
볼까,Let's see
조심해요,Careful
지금부터,From now on
폐하,your majesty
만,only
미안한데,I'm sorry
축하해,congratulations
하,under
인생,life
안전하게,safety
말하길,Speaking
언니가,Sister
유명한,famous
숨어,behind
로,as
밤새,Overnight
처음엔,at first
나요,It's me
잠을,Sleep
세상은,The world
얘는,This one
오랜,long-time
최근,recent
좋죠,Good
카레브,Curry
내말은,I mean
리처드,Richard
사람한테,To a person
학교에서,At school
달려,run
갈거야,I'm going
왼쪽,left
사실이,Facts
경우,case
안해,I will not
수많은,Countless
가기,Going
귀여운,cute
채,stick
크리스,chris
하니,hani
소식을,News
의미가,Meaning
사람과,People
받았어요,received
됐습니다,Obsteed
전쟁,War
손이,Hand
장난,joke
괜찮니,Are you okay
시작해,Starting
아니니까,Because no
스콧,Scott
드릴까요,Would you like
마셔,drink
쿠키,cookie
보이는데,I see it
끝났어요,It's done
방에서,In the room
카라,Kara
담배,cigarette
잘하고,Well
내겐,Me
저에게,to me
파티를,Party
폴,pole
뿐이지,Only
맘대로,Whatever you want
전해,the year before
데리러,Pick up
장,page
삶의,Life
괜찮습니다,it's okay
찰리,Charlie
없었다,There was no
영국,uk
왔네,You are here
필요합니다,Required
라,la
대니,Danny
이상해,Strange
사건이,Incident
매번,every time
거잖아요,That's it
보스,boss
걸세,Tall
생각해봐,lets think
오신,Sincerity
비밀을,Secret
있긴,In
개를,Dog
간다고,Going
빠르게,fast
생각합니다,I think
괜찮으세요,Are you okay
어찌,For some reason
오른쪽,right
말로,In words
위험해,Dangerous
범인은,The culprit
가방,bag
떠나지,Leave
만들었어,I made it
싶다고,I want to
개가,a dog
뉴욕,New York
그러세요,Please
먼,far
있는거,Is there
이따,later
느낄,Feeling
우와,wow
위하여,for
열쇠,key
도시를,City
낼,Yan
바닥에,On the floor
든,Allowed
생각했는데,I thought
진,jin
말했지,I said
가르쳐,teach
마찬가지야,The same is true
깊은,deep
났어,I was
물건,thing
금지,prohibition
살아있는,Living
또는,or
찾으면,When found
존나,Fucking
떠나,leave
가죠,I go
사람들도,People
않았습니다,I did not
파블로,Pablo
선물을,Gift
자격이,Qualified
스스로를,Themselves
마을,Town
손으로,by hand
누나,sister
놈들을,Guys
때문이지,Because
비슷한,Similar
없이는,Without
갑니다,going
계신,Believer
아가야,Agaya
시체를,The body
데려가,Take it
말해요,Say
자가,self
옳지,Right
어릴,Childhood
듯,As if
된다는,To be
잘못이,Wrong
아시죠,You know
동시에,at the same time
형은,The brother
안다고,I know
이동,movement
음식을,food
아빠랑,With Dad
전까진,Uponly
고작,Only
만들지,Make it
해야할,Must
준비를,Preparation
못했어요,I couldn't
번역,translation
범인이,Culprit
죽이려고,To kill
수술은,Surgery is
뿐,only
싶을,I want to
누구나,everyone
우리랑,With us
너희들은,You guys
언제부터,Since when
누구든,Whoever
관심을,Interest
관련된,Related
음식,food
걸릴,Caught
소릴,Turmoil
왕이,King
찾지,Notice
약속,promise
들려요,I can hear it
온다,come
어떤지,What
보여줘,show me
생각이야,I think
무척,very
치프,Chief
인간이,Humans
선생,teacher
알겠죠,Okay
대해선,Seaweed
않네요,Not
개인,individual
전부터,From before
데이비드,David
잘됐네,Well done
내려놔,Put down
놀라운,amazing
엄청나게,whopping
똑똑한,smart
행동을,Action
위험을,Risk
연락,Communication
도,do
화장실,restroom
1년,1 year
사랑은,Love is
부르는,vocative
생기면,If it occurs
부모님이,Parents
부인이,Wife
하겠습니다,I'll do it
넣어,Put
힘들어,it's hard
감정을,Emotions
커다란,Big
빠진,Missed
위에서,Above
진정해요,Calm
세상의,World
싶진,Wanting
형님,older brother
돌아오지,Come back
방을,Room
결과를,The result
있으세요,Have it
않았지,No
소식이,The news
임무를,Mission
사장님,president
하긴,but
하나요,One
남아,stay
듣지,Listen
신,god
오빠가,Brother
앨리슨,Alison
아내는,Wife
하자고,Let's do it
보안,security
맞습니다,you're right
아래로,Under
버크,Burk
이러면,If this
약간의,Slightly
모르겠는데,I don't know
대부분,mostly
없었죠,There was no
원해요,I want
모르잖아,I don't know
미안합니다,I'm sorry
누구요,Who is
싸우고,Fight
없군,No
줬어,I gave you
저와,with me
할래,I want to do it
같구나,It's the same
됐네,That's
왔을,Come
대학,university
드릴,drill
좀더,more
검사를,Inspection
예전,Previous
싶습니다,I would like to
스티븐스,Stevens
이거야,This is this
있겠어요,I must be
않았을,Not
나가는,outgoing
반갑습니다,Nice to meet you
아저씨가,Uncle
질,quality
기억을,Memory
돕고,Help
죽기,Dying
봤을,You must have seen it
섹스,sex
올게요,I'll come
떠난,Leaving
하네요,That
누구랑,with who
앤,Anne
누군가는,Someone
아들은,The son
바,bar
마음대로,as you please
만나게,Meet
않아서,Afterwards
결혼을,Marriage
보니까,Seen
씨는,Seed
잃은,bereaved
그런게,That
엄만,Mourning
해봐요,Do it
빨간,Red
때문이죠,Because
강력한,strong
환자의,Patient
대통령님,President
맥주,beer
아니거든,no it's not
얘기하는,Talked
중요하지,Not important
늦었어,late
남편은,My husband
크고,Large
두번째,second
해서요,So
연락을,Contact
왜죠,Why
나무,tree
만세,hurray
쉐퍼드,Shepherd
자유,freedom
관계를,Relationship
싸우는,Fighting
거라는,Yarn
경찰에,To the police
기다릴,Waiting
여행,travel
이제야,Now
여자랑,With a woman
그곳에,there
치료를,Treatment
자네에게,To
종류의,kind of
연락이,Contact
줄까,Should I give you
안했어,I didn't
고,go
만나는,Meeting
달린,Rushed
루시,Lucy
그렇군,Right
않을까,Shouldn't it be
안그래,is not it
전화해서,Call
나와서,Come out
지금이,Now
괜찮을거야,It will be fine
세게,Harder
이것이,this
신발,shoes
답을,Answer
팀이,Team
괜히,in vain
헤일리,Haley
셰퍼드,Shepherd
있을지도,May
서서,Standing
애야,Aya
결과가,The result
해냈어,I did it
했나,Did you
별거,separation
러시아,russia
아빤,Afan
알겠다,i get it
밤을,Night
루시퍼,Lucifer
전화해,Call me
달리,Different
이야기는,The story
친한,friendly
하겠어,I will
어떤가,How
증거가,Evidence
사랑이,Love
깜짝,surprise
있었을,Must have been
가봐야,I have to go
행복해,happy
대부분의,Most of
생각한,Thoughtful
침대,bed
넣고,In
밑에서,Underneath
않았죠,I didn't
걸고,In
증거를,Evidence
칼을,Knife
게임을,Game
침대에,In bed
가족은,The family
봅시다,let's see
타마오,Tamao
나왔어,I'm here
거래,transaction
행복하게,happily
녀석은,Guy
영혼을,Soul
삶은,Life
위험에,In danger
끝날,End
두려워,I'm afraid
개인적인,personal
아버진,Father
저들은,They
뭡니까,What is it
즉,in other words
2년,2 years
미스,miss
중국,china
속,inside
걱정마,don't worry
여지가,Room
가라고,To go
가야지,I have to go
집은,House
봐서,By
결혼식,Wedding ceremony
자를,To be
기꺼이,Gladly
없으니,Without
여기야,Here
오게,Come
싫어하는,reluctant
하시는,Derunious
몇몇,some
있다가,later
확실한,sure
물어봐,ask
필요하면,If necessary
누구한테,To whom
결과,result
없었지,There was no
말게,Spite
정신을,The spirit
부르지,Call
케빈,Kevin
제시,proposal
그쪽,That
새끼야,Baby
불이,Fire
영화를,movie
맨,Man
나한텐,Me
늦게,late
간단한,simple
상당히,Pretty
너흰,White -white
발을,Step
이후,after
이리로,So
보입니다,I see it
줄래,Can you
돈도,Money
다르게,differently
삶이,Life
다치게,Hurt
뿐입니다,Only
생각보다,Than you think
나에,My
차는,filled
살짝,a little
못하면,If you can't
상처,wound
필요도,Need
하셨어요,You did it
곳이야,It's a place
죽음의,Death
빈,bean
필요없어,I do not need
농담,joke
번만,Only
번이나,Oriented
있는건,What
드세요,Please eat
어쩌다,Anywhere
잡았어,Catched
동생이,Younger brother
뭐냐,What
미첼,Mitchell
건물,building
있대,There
여자야,Is it a girl
좋아할,I like
인생은,Life is
챙겨,take
됐고,That
이상하게,wonderfully
잃을,Lost
모른다고,I don't know
생각하면,If you think about it
거라고요,It's like
인생이,Life
약속해,Promise
자동차,automobile
들어봐요,Listen
없을거야,There will be no
예를,example
돌아가서,home
편지를,The letter
빌리,Billy
10분,10 minutes
안다,know
일하러,Work
걸린,hanging
질문에,To the question
뒤에서,From behind
미,mi
주에,In the state
말했죠,I said
너희는,You are
끝나고,after finish
말에,At horse
대통령,president
보냈어,I sent it
안나,Anna
시간이야,Time
춤을,dance
오늘이,today
행크,Hank
달러,dollar
끝이야,It's over
에이버리,Award
거네,Yes
일주일,one week
꼬마,Little
가슴,chest
완료,complete
이야,Yes
한가지,one thing
어딨어요,Where is it
아니겠지,No
갈까,Should I go
아들아,"Son,"
배리,Barry
땅에,On the ground
신은,God
고맙소,Thank you
신경쓰지,I worry
나왔어요,I'm here
누군데,who
30분,30 minutes
있었잖아,Was there
어딨는지,Where it is
남편을,Husband
비록,Although
뒤를,Back
너야,it's you
마십시오,Do not
딘,Dean
그만둬,stop
받아야,Must
마실,Drinking
심하게,badly
5분,5 minutes
들었는데,I heard
오기,Coming
없게,Without
소중한,precious
개의,doggy
할아버지가,Grandpa
어쩌지,What to do
가려고,To go
호텔,hotel
듣는,Hearing
나이,age
일종의,Sort of
필요하지,Not necessary
일들이,Work
더욱,More
안되요,No
제이크,Jake
치워,Remove
저도요,me too
거였어,It was
엄마의,Mother
인생의,Life
할머니가,Grandma
당신이랑,With you
거군요,You're
지내,stay
아기는,Baby
어떨까,How about
아니네,No
경찰을,Police
쉬어,rest
해결할,To be solved
전화가,Telephone
공격을,Attack
아니라는,Not
신부님,Father
별일,Star
하느님,God
걱정할,Worry
사고가,Accidents
찾기,find
길에,On the road
보이네,I see it
나가야,Naga
데려와,Bring
사람들과,With people
빠른,fast
돌아가는,Turning
일들을,Work
말해봐요,Tell me
신을,God
자말,Jamal
수밖에,Inevitably
줬어요,I gave it
걸려,Caught
이대로,like this
에이,no way
보내는,Sending
어머니는,Mother
가득,full
보여줄,Show
않도록,So as not to
아이의,Child
있다구요,There is
안됩니다,It's not possible
힘,strength
바람에,In the wind
헬렌,Helen
및,and
않은데,I do not
쓰레기,trash
들었지,I heard
도움,help
메시지를,Message
치고,Hit
일할,Work
모른다,I do not know
아예,At all
않잖아,No
다리가,Legs
팔을,Arms
같애,The same
보인다,see
죽었다고,Dead
정보가,Information
하도록,so
생각하세요,Think about it
빌,Bill
이곳,this place
계획은,The plan is
나보고,I report
그런가,is it
좋고,Good
누구세요,who are you
굳이,Dare
자식이,Child
언제든,whenever
완벽하게,perfectly
아이들,children
안전해,Safe
않다고,Not
해보자,Let's try it
앉으세요,Sit
받게,Receiving
된거야,It was
하셨죠,You did
